 ATC code,Name,DDD,U,Adm.R,Note,href
C04AE02,nicergoline,,,,,https://www.whocc.no/atc_ddd_index/?code=C04AE&showdescription=no
C04AE04,dihydroergocristine,,,,,https://www.whocc.no/atc_ddd_index/?code=C04AE&showdescription=no
C04AE51,"ergoloid mesylates, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=C04AE&showdescription=no
C04AE54,"dihydroergocristine, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=C04AE&showdescription=no
C04AF01,kallidinogenase,30,U,O,,https://www.whocc.no/atc_ddd_index/?code=C04AF&showdescription=no
C04AF01,,30,U,P,,https://www.whocc.no/atc_ddd_index/?code=C04AF&showdescription=no
C04AX01,cyclandelate,0.6,g,O,,https://www.whocc.no/atc_ddd_index/?code=C04AX&showdescription=no
C04AX02,phenoxybenzamine,30,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C04AX&showdescription=no
C04AX07,vincamine,,,,,https://www.whocc.no/atc_ddd_index/?code=C04AX&showdescription=no
C04AX10,moxisylyte,,,,,https://www.whocc.no/atc_ddd_index/?code=C04AX&showdescription=no
C04AX11,bencyclane,,,,,https://www.whocc.no/atc_ddd_index/?code=C04AX&showdescription=no
C04AX17,vinburnine,,,,,https://www.whocc.no/atc_ddd_index/?code=C04AX&showdescription=no
C04AX19,suloctidil,,,,,https://www.whocc.no/atc_ddd_index/?code=C04AX&showdescription=no
C04AX20,buflomedil,0.6,g,O,,https://www.whocc.no/atc_ddd_index/?code=C04AX&showdescription=no
C04AX21,naftidrofuryl,0.6,g,O,,https://www.whocc.no/atc_ddd_index/?code=C04AX&showdescription=no
C04AX23,butalamine,,,,,https://www.whocc.no/atc_ddd_index/?code=C04AX&showdescription=no
C04AX24,visnadine,0.6,g,O,,https://www.whocc.no/atc_ddd_index/?code=C04AX&showdescription=no
C04AX26,cetiedil,,,,,https://www.whocc.no/atc_ddd_index/?code=C04AX&showdescription=no
C04AX27,cinepazide,,,,,https://www.whocc.no/atc_ddd_index/?code=C04AX&showdescription=no
C04AX28,ifenprodil,,,,,https://www.whocc.no/atc_ddd_index/?code=C04AX&showdescription=no
C04AX30,azapetine,0.15,g,O,,https://www.whocc.no/atc_ddd_index/?code=C04AX&showdescription=no
C04AX32,fasudil,,,,,https://www.whocc.no/atc_ddd_index/?code=C04AX&showdescription=no
C05AA01,hydrocortisone,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AA&showdescription=no
C05AA04,prednisolone,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AA&showdescription=no
C05AA05,betamethasone,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AA&showdescription=no
C05AA06,fluorometholone,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AA&showdescription=no
C05AA08,fluocortolone,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AA&showdescription=no
C05AA09,dexamethasone,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AA&showdescription=no
C05AA10,fluocinolone acetonide,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AA&showdescription=no
C05AA11,fluocinonide,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AA&showdescription=no
C05AA12,triamcinolone,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AA&showdescription=no
C05AD01,lidocaine,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AD&showdescription=no
C05AD02,tetracaine,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AD&showdescription=no
C05AD03,benzocaine,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AD&showdescription=no
C05AD04,cinchocaine,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AD&showdescription=no
C05AD05,procaine,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AD&showdescription=no
C05AD06,oxetacaine,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AD&showdescription=no
C05AD07,pramocaine,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AD&showdescription=no
C05AE01,glyceryl trinitrate,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AE&showdescription=no
C05AE02,isosorbide dinitrate,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AE&showdescription=no
C05AE03,diltiazem,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AE&showdescription=no
C05AX01,aluminium preparations,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AX&showdescription=no
C05AX02,"bismuth preparations, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=C05AX&showdescription=no
C05AX03,"other preparations, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=C05AX&showdescription=no
C05AX04,zinc preparations,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AX&showdescription=no
C05AX05,tribenoside,,,,,https://www.whocc.no/atc_ddd_index/?code=C05AX&showdescription=no
C05BA01,organo-heparinoid,,,,,https://www.whocc.no/atc_ddd_index/?code=C05BA&showdescription=no
C05BA02,sodium apolate,,,,,https://www.whocc.no/atc_ddd_index/?code=C05BA&showdescription=no
C05BA03,heparin,,,,,https://www.whocc.no/atc_ddd_index/?code=C05BA&showdescription=no
C05BA04,pentosan polysulfate sodium,,,,,https://www.whocc.no/atc_ddd_index/?code=C05BA&showdescription=no
C05BA51,"heparinoid, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=C05BA&showdescription=no
C05BA53,"heparin, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=C05BA&showdescription=no
C05BB01,monoethanolamine oleate,,,,,https://www.whocc.no/atc_ddd_index/?code=C05BB&showdescription=no
C05BB02,polidocanol,,,,,https://www.whocc.no/atc_ddd_index/?code=C05BB&showdescription=no
C05BB03,invert sugar,,,,,https://www.whocc.no/atc_ddd_index/?code=C05BB&showdescription=no
C05BB04,sodium tetradecyl sulfate,,,,,https://www.whocc.no/atc_ddd_index/?code=C05BB&showdescription=no
C05BB05,phenol,,,,,https://www.whocc.no/atc_ddd_index/?code=C05BB&showdescription=no
C05BB56,"glucose, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=C05BB&showdescription=no
C05BX01,calcium dobesilate,,,,,https://www.whocc.no/atc_ddd_index/?code=C05BX&showdescription=no
C05BX51,"calcium dobesilate, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=C05BX&showdescription=no
C05CA01,rutoside,,,,,https://www.whocc.no/atc_ddd_index/?code=C05CA&showdescription=no
C05CA02,monoxerutin,,,,,https://www.whocc.no/atc_ddd_index/?code=C05CA&showdescription=no
C05CA03,diosmin,,,,,https://www.whocc.no/atc_ddd_index/?code=C05CA&showdescription=no
C05CA04,troxerutin,,,,,https://www.whocc.no/atc_ddd_index/?code=C05CA&showdescription=no
C05CA05,hidrosmin,,,,,https://www.whocc.no/atc_ddd_index/?code=C05CA&showdescription=no
C05CA51,"rutoside, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=C05CA&showdescription=no
C05CA53,"diosmin, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=C05CA&showdescription=no
C05CA54,"troxerutin, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=C05CA&showdescription=no
C05CX01,tribenoside,,,,,https://www.whocc.no/atc_ddd_index/?code=C05CX&showdescription=no
C05CX02,naftazone,,,,,https://www.whocc.no/atc_ddd_index/?code=C05CX&showdescription=no
C05CX03,Hippocastani semen,,,,,https://www.whocc.no/atc_ddd_index/?code=C05CX&showdescription=no
C07AA01,alprenolol,0.4,g,O,,https://www.whocc.no/atc_ddd_index/?code=C07AA&showdescription=no
C07AA01,,0.4,g,P,,https://www.whocc.no/atc_ddd_index/?code=C07AA&showdescription=no
C07AA02,oxprenolol,0.16,g,O,,https://www.whocc.no/atc_ddd_index/?code=C07AA&showdescription=no
C07AA02,,0.16,g,P,,https://www.whocc.no/atc_ddd_index/?code=C07AA&showdescription=no
C07AA03,pindolol,15,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C07AA&showdescription=no
C07AA03,,15,mg,P,,https://www.whocc.no/atc_ddd_index/?code=C07AA&showdescription=no
C07AA05,propranolol,0.16,g,O,,https://www.whocc.no/atc_ddd_index/?code=C07AA&showdescription=no
C07AA05,,0.16,g,P,,https://www.whocc.no/atc_ddd_index/?code=C07AA&showdescription=no
C07AA06,timolol,20,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C07AA&showdescription=no
C07AA06,,20,mg,P,,https://www.whocc.no/atc_ddd_index/?code=C07AA&showdescription=no
C07AA07,sotalol,0.16,g,O,,https://www.whocc.no/atc_ddd_index/?code=C07AA&showdescription=no
C07AA07,,0.16,g,P,,https://www.whocc.no/atc_ddd_index/?code=C07AA&showdescription=no
C07AA12,nadolol,0.16,g,O,,https://www.whocc.no/atc_ddd_index/?code=C07AA&showdescription=no
C07AA14,mepindolol,5,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C07AA&showdescription=no
C07AA15,carteolol,10,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C07AA&showdescription=no
C07AA16,tertatolol,5,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C07AA&showdescription=no
C07AA17,bopindolol,,,,,https://www.whocc.no/atc_ddd_index/?code=C07AA&showdescription=no
C07AA19,bupranolol,,,,,https://www.whocc.no/atc_ddd_index/?code=C07AA&showdescription=no
C07AA23,penbutolol,40,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C07AA&showdescription=no
C07AA27,cloranolol,,,,,https://www.whocc.no/atc_ddd_index/?code=C07AA&showdescription=no
C07AB01,practolol,0.3,g,O,,https://www.whocc.no/atc_ddd_index/?code=C07AB&showdescription=no
C07AB01,,20,mg,P,,https://www.whocc.no/atc_ddd_index/?code=C07AB&showdescription=no
C07AB02,metoprolol,0.15,g,O,,https://www.whocc.no/atc_ddd_index/?code=C07AB&showdescription=no
C07AB02,,0.15,g,P,,https://www.whocc.no/atc_ddd_index/?code=C07AB&showdescription=no
C07AB03,atenolol,75,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C07AB&showdescription=no
C07AB03,,75,mg,P,,https://www.whocc.no/atc_ddd_index/?code=C07AB&showdescription=no
C07AB04,acebutolol,0.4,g,O,,https://www.whocc.no/atc_ddd_index/?code=C07AB&showdescription=no
C07AB04,,0.4,g,P,,https://www.whocc.no/atc_ddd_index/?code=C07AB&showdescription=no
C07AB05,betaxolol,20,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C07AB&showdescription=no
C07AB06,bevantolol,0.3,g,O,,https://www.whocc.no/atc_ddd_index/?code=C07AB&showdescription=no
C07AB07,bisoprolol,10,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C07AB&showdescription=no
C07AB08,celiprolol,0.2,g,O,,https://www.whocc.no/atc_ddd_index/?code=C07AB&showdescription=no
C07AB09,esmolol,2.5,g,P,,https://www.whocc.no/atc_ddd_index/?code=C07AB&showdescription=no
C07AB10,epanolol,0.2,g,O,,https://www.whocc.no/atc_ddd_index/?code=C07AB&showdescription=no
C07AB11,s-atenolol,50,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C07AB&showdescription=no
C07AB12,nebivolol,5,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C07AB&showdescription=no
C07AB13,talinolol,0.1,g,O,,https://www.whocc.no/atc_ddd_index/?code=C07AB&showdescription=no
C07AB14,landiolol,,,,,https://www.whocc.no/atc_ddd_index/?code=C07AB&showdescription=no
C07AG01,labetalol,0.6,g,O,,https://www.whocc.no/atc_ddd_index/?code=C07AG&showdescription=no
C07AG01,,0.6,g,P,,https://www.whocc.no/atc_ddd_index/?code=C07AG&showdescription=no
C07AG02,carvedilol,37.5,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C07AG&showdescription=no
C07BA02,oxprenolol and thiazides,,,,,https://www.whocc.no/atc_ddd_index/?code=C07BA&showdescription=no
C07BA05,propranolol and thiazides,,,,,https://www.whocc.no/atc_ddd_index/?code=C07BA&showdescription=no
C07BA06,timolol and thiazides,,,,,https://www.whocc.no/atc_ddd_index/?code=C07BA&showdescription=no
C07BA07,sotalol and thiazides,,,,,https://www.whocc.no/atc_ddd_index/?code=C07BA&showdescription=no
C07BA12,nadolol and thiazides,,,,,https://www.whocc.no/atc_ddd_index/?code=C07BA&showdescription=no
C07BA68,"metipranolol and thiazides, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=C07BA&showdescription=no
C07BB02,metoprolol and thiazides,,,,,https://www.whocc.no/atc_ddd_index/?code=C07BB&showdescription=no
C07BB03,atenolol and thiazides,,,,,https://www.whocc.no/atc_ddd_index/?code=C07BB&showdescription=no
C07BB04,acebutolol and thiazides,,,,,https://www.whocc.no/atc_ddd_index/?code=C07BB&showdescription=no
C07BB06,bevantolol and thiazides,,,,,https://www.whocc.no/atc_ddd_index/?code=C07BB&showdescription=no
C07BB07,bisoprolol and thiazides,,,,,https://www.whocc.no/atc_ddd_index/?code=C07BB&showdescription=no
C07BB12,nebivolol and thiazides,,,,,https://www.whocc.no/atc_ddd_index/?code=C07BB&showdescription=no
C07BB52,"metoprolol and thiazides, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=C07BB&showdescription=no
C07BG01,labetalol and thiazides,,,,,https://www.whocc.no/atc_ddd_index/?code=C07BG&showdescription=no
C07CA02,oxprenolol and other diuretics,,,,,https://www.whocc.no/atc_ddd_index/?code=C07CA&showdescription=no
C07CA03,pindolol and other diuretics,,,,,https://www.whocc.no/atc_ddd_index/?code=C07CA&showdescription=no
C07CA17,bopindolol and other diuretics,,,,,https://www.whocc.no/atc_ddd_index/?code=C07CA&showdescription=no
C07CA23,penbutolol and other diuretics,,,,,https://www.whocc.no/atc_ddd_index/?code=C07CA&showdescription=no
C07CB02,metoprolol and other diuretics,,,,,https://www.whocc.no/atc_ddd_index/?code=C07CB&showdescription=no
C07CB03,atenolol and other diuretics,,,,,https://www.whocc.no/atc_ddd_index/?code=C07CB&showdescription=no
C07CB53,"atenolol and other diuretics, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=C07CB&showdescription=no
C07CG01,labetalol and other diuretics,,,,,https://www.whocc.no/atc_ddd_index/?code=C07CG&showdescription=no
C07DA06,"timolol, thiazides and other diuretics",,,,,https://www.whocc.no/atc_ddd_index/?code=C07DA&showdescription=no
C07DB01,"atenolol, thiazides and other diuretics",,,,,https://www.whocc.no/atc_ddd_index/?code=C07DB&showdescription=no
C07FB02,metoprolol and felodipine,,,,,https://www.whocc.no/atc_ddd_index/?code=C07FB&showdescription=no
C07FB03,atenolol and nifedipine,,,,,https://www.whocc.no/atc_ddd_index/?code=C07FB&showdescription=no
C07FB07,bisoprolol and amlodipine,,,,,https://www.whocc.no/atc_ddd_index/?code=C07FB&showdescription=no
C07FB12,nebivolol and amlodipine,,,,,https://www.whocc.no/atc_ddd_index/?code=C07FB&showdescription=no
C07FB13,metoprolol and amlodipine,,,,,https://www.whocc.no/atc_ddd_index/?code=C07FB&showdescription=no
C07FX01,propranolol and other combinations,,,,,https://www.whocc.no/atc_ddd_index/?code=C07FX&showdescription=no
C07FX02,sotalol and acetylsalicylic acid,,,,,https://www.whocc.no/atc_ddd_index/?code=C07FX&showdescription=no
C07FX03,metoprolol and acetylsalicylic acid,,,,,https://www.whocc.no/atc_ddd_index/?code=C07FX&showdescription=no
C07FX04,bisoprolol and acetylsalicylic acid,,,,,https://www.whocc.no/atc_ddd_index/?code=C07FX&showdescription=no
C07FX05,metoprolol and ivabradine,,,,,https://www.whocc.no/atc_ddd_index/?code=C07FX&showdescription=no
C07FX06,carvedilol and ivabradine,,,,,https://www.whocc.no/atc_ddd_index/?code=C07FX&showdescription=no
C08CA01,amlodipine,5,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA02,felodipine,5,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA03,isradipine,5,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA03,,5,mg,P,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA04,nicardipine,90,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA04,,90,mg,P,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA05,nifedipine,30,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA05,,30,mg,P,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA06,nimodipine,0.3,g,O,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA06,,50,mg,P,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA07,nisoldipine,20,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA08,nitrendipine,20,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA09,lacidipine,4,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA10,nilvadipine,8,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA11,manidipine,10,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA12,barnidipine,10,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA13,lercanidipine,10,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA14,cilnidipine,10,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA15,benidipine,,,,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA16,clevidipine,,,,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA17,levamlodipine,,,,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA51,amlodipine and celecoxib,,,,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CA55,"nifedipine, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=C08CA&showdescription=no
C08CX01,mibefradil,75,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C08CX&showdescription=no
C08DA01,verapamil,0.24,g,O,,https://www.whocc.no/atc_ddd_index/?code=C08DA&showdescription=no
C08DA01,,0.24,g,P,,https://www.whocc.no/atc_ddd_index/?code=C08DA&showdescription=no
C08DA02,gallopamil,,,,,https://www.whocc.no/atc_ddd_index/?code=C08DA&showdescription=no
C08DA51,"verapamil, combinations",,,,,https://www.whocc.no/atc_ddd_index/?code=C08DA&showdescription=no
C08DB01,diltiazem,0.24,g,O,,https://www.whocc.no/atc_ddd_index/?code=C08DB&showdescription=no
C08EA01,fendiline,,,,,https://www.whocc.no/atc_ddd_index/?code=C08EA&showdescription=no
C08EA02,bepridil,0.3,g,O,,https://www.whocc.no/atc_ddd_index/?code=C08EA&showdescription=no
C08EX01,lidoflazine,0.18,g,O,,https://www.whocc.no/atc_ddd_index/?code=C08EX&showdescription=no
C08EX02,perhexiline,0.2,g,O,,https://www.whocc.no/atc_ddd_index/?code=C08EX&showdescription=no
C08GA01,nifedipine and diuretics,,,,,https://www.whocc.no/atc_ddd_index/?code=C08GA&showdescription=no
C08GA02,amlodipine and diuretics,,,,,https://www.whocc.no/atc_ddd_index/?code=C08GA&showdescription=no
C09AA01,captopril,50,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C09AA&showdescription=no
C09AA02,enalapril,10,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C09AA&showdescription=no
C09AA02,,10,mg,P,,https://www.whocc.no/atc_ddd_index/?code=C09AA&showdescription=no
C09AA03,lisinopril,10,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C09AA&showdescription=no
C09AA04,perindopril,4,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C09AA&showdescription=no
C09AA05,ramipril,2.5,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C09AA&showdescription=no
C09AA06,quinapril,15,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C09AA&showdescription=no
C09AA06,,15,mg,P,,https://www.whocc.no/atc_ddd_index/?code=C09AA&showdescription=no
C09AA07,benazepril,7.5,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C09AA&showdescription=no
C09AA08,cilazapril,2.5,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C09AA&showdescription=no
C09AA09,fosinopril,15,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C09AA&showdescription=no
C09AA10,trandolapril,2,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C09AA&showdescription=no
C09AA11,spirapril,6,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C09AA&showdescription=no
C09AA12,delapril,30,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C09AA&showdescription=no
C09AA13,moexipril,15,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C09AA&showdescription=no
C09AA14,temocapril,10,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C09AA&showdescription=no
C09AA15,zofenopril,30,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C09AA&showdescription=no
C09AA16,imidapril,10,mg,O,,https://www.whocc.no/atc_ddd_index/?code=C09AA&showdescription=no
C09BA01,captopril and diuretics,,,,,https://www.whocc.no/atc_ddd_index/?code=C09BA&showdescription=no
C09BA02,enalapril and diuretics,,,,,https://www.whocc.no/atc_ddd_index/?code=C09BA&showdescription=no
C09BA03,lisinopril and diuretics,,,,,https://www.whocc.no/atc_ddd_index/?code=C09BA&showdescription=no
C09BA04,perindopril and diuretics,,,,,https://www.whocc.no/atc_ddd_index/?code=C09BA&showdescription=no
C09BA05,ramipril and diuretics,,,,,https://www.whocc.no/atc_ddd_index/?code=C09BA&showdescription=no
C09BA06,quinapril and diuretics,,,,,https://www.whocc.no/atc_ddd_index/?code=C09BA&showdescription=no
